LD1,LD2,NObeyesdad
-2.2109776956956293,0.7727432872467996,2
-3.489460953308838,0.5222758819724855,1
-3.957965538556401,1.8569813855995851,1
-3.273763507072016,2.356823132090685,1
-1.3415469989797109,0.6754743604019147,3
8.348318614742874,1.7531249381284364,6
6.090169827132715,1.7508194321811612,6
0.5369701844610227,-2.301861776713411,4
5.314051957815214,1.7776936939333694,6
0.17908672404445,-0.7077799273013567,3
8.477888602412072,2.0731966244680096,6
-6.594171892894335,1.9441694573974957,0
-4.06113374286029,-0.43510473928745985,1
-8.056874781838046,3.0897345578142477,0
-8.23117214598163,2.202175839269837,0
-5.820601502443885,0.5415297307676905,1
3.5883617403253854,-2.465116372341414,5
-11.316580317038653,1.3903724302311324,0
4.973817493474878,-1.9832805513998846,5
-0.8587395530988048,-2.419606312011464,3
-4.505601160967968,1.5831036798321068,1
1.2321883943254464,0.5686602647648433,4
-0.994597388961645,-2.1962593819202896,3
-6.63043134817506,2.7114119382877746,0
-1.5545670847935449,-1.1779413489273665,3
5.631734577705669,-2.015726563575774,5
-1.0058938612763448,0.6229367761320107,3
-0.5804533894566405,1.807827205070748,3
-0.9504021421305084,-0.9788313761545819,3
-0.29907394205586296,0.5160463499957196,3
3.7344768948716105,-1.937672611744642,5
-3.6885331068657985,1.7442318545069575,1
8.550891133535515,1.688487435587907,6
-1.816760647772815,0.2385273294306707,2
4.0705417181443675,-0.5194846560243526,5
1.037844220006567,-2.2323181146217705,4
10.906777800275508,2.028687293139579,6
-4.417184769045265,-0.2177503664144368,1
5.248049360169016,-1.299510756166525,5
-0.9596575217155425,-0.26659285593903026,3
5.022834088932233,1.7810087626055053,6
-4.73214787681231,-1.5168819168673866,1
-2.942137105420103,0.3238044865365721,1
-0.8655832381400541,1.2164214511737221,3
8.401919401662312,1.9380340984066464,6
5.318477892026393,-1.6480483911164256,5
-7.722255430224046,0.373012826474903,0
-1.0254552025841328,-2.9668594984515937,3
-0.041631613327164696,-3.3428648439558115,3
0.9952861878368232,0.9878494483862497,4
0.6295919191301653,0.7078991565881931,4
6.899920229310347,1.7634327497781206,6
-2.1863776582506182,0.2163426834267158,2
-2.0584729098611585,-1.1091111196008672,2
-4.436809805358483,-0.07829481899995205,1
0.93466052585945,-2.0191157070762045,4
5.288792170427574,1.2964219195225704,6
-6.805277729015715,0.8611081614767285,0
8.091804370777758,1.823246619654554,6
-3.0348433919019,0.08476107328704359,1
-7.698400809078733,-0.43056790421390045,0
-6.1983478456877625,-0.41382528635903065,1
1.087611756612095,-1.8756023422423704,4
3.4832123492606955,-2.4314242540154845,5
8.336384866646346,2.3434354167725733,6
1.690366120623994,-1.5958889577198705,4
6.87844086126701,1.7822234898158165,6
1.1746567593458392,-1.7302342412035074,4
-0.8535983227200032,-1.6440802758670208,3
-0.404786871970194,-1.5629858089587296,3
-1.1126075873709174,-1.7345156494589091,3
-1.0326070138479624,-0.1537180503601166,3
8.671182813203762,2.2151983966853592,6
-0.7797990397863384,-2.3036059908720854,3
-2.307781921961853,-1.3219551423937097,2
1.844335213636618,-1.0390583890651033,4
6.1494211957057505,-1.395284082670131,5
4.156317657997409,-3.122739004634365,5
-0.9045308172909016,-1.3774991323147001,3
-1.5103599561380678,1.3293377045228107,2
-7.190661153433286,-1.225460712687484,0
3.319755909260368,-0.0789086990660061,4
6.609523637393837,1.8572100753078633,6
6.812042204078156,1.80909609654173,6
-2.7113542490898537,-0.5723791040078254,2
-6.953106959910299,1.3821443509506612,0
5.825760662441021,1.9889143703478165,6
9.153408650895704,1.5835789532901903,6
-4.003845055493983,0.9259166064566989,1
-0.7100394083137244,-0.4389801775421887,3
3.445018225847087,-2.6591413745340318,5
8.08570784603471,2.089468874494283,6
-2.066368257513621,-0.7198291735405343,2
-7.5664358551851025,-0.6575738323645526,0
3.338944009264429,-0.3702427914921161,4
-2.0584729098611585,-1.1091111196008672,2
-1.4422588123805817,0.14614666307342117,2
0.28939386945199014,-1.4796424564351263,4
5.362044198061411,-0.5094156716180341,5
-1.5142341920663716,-0.6080481892830276,2
-2.2699594075462795,-1.3428448632183188,3
1.0708742031876453,-1.684212591575842,4
-6.1964467742203935,2.133993360006531,0
-2.808824300165121,-1.0878360057845013,2
-1.8642011339531759,-0.9517605215010501,2
-0.8996696219100854,-0.22771932802836092,3
-2.057103713383428,0.14025963859210938,2
5.365728547589129,-1.2479704550383204,5
6.810264227076844,1.7918454883637718,6
8.503287628052174,1.6853604431071934,6
-1.8016020175803449,-0.35834181386693215,2
11.237608440171009,2.1569589644749025,6
8.92398878892887,1.4980225193696366,6
0.9840932368125969,0.303688207763146,4
-6.110680274286765,1.9619866044630168,0
-4.803121412509767,0.9489359735587735,1
-2.6957898697036202,1.7674470253813612,2
-8.109197889365257,-0.4087264430392891,0
-6.267409339127654,1.8831946562414479,0
5.925903729128547,-1.598299984089898,5
-6.6518735166420635,-0.35591136472896595,0
-7.505062755406144,0.9236014296202957,0
-6.062133916097546,-2.1728539782170286,1
-5.873665218723698,1.6136720832404927,0
2.377055107073197,-0.8444100904579762,4
-7.3669508609250425,1.4637763066944525,0
5.278326822514344,-2.2761955950205754,5
-0.47074492070901736,-1.9951620506247572,3
8.844062914159698,1.723301581261931,6
8.346728816520736,1.790121366248266,6
-8.558151753200015,1.9791308210386733,0
-3.2263514244847817,-1.4426621713953531,2
-1.0765497316168773,0.19044392150500197,3
1.1903997629671035,-0.7102590589920927,4
7.00347932193585,1.7579941661435095,6
6.843432555265752,1.7873868480845958,6
0.9768801524427941,-0.6255955174538068,4
4.753806254431846,-0.8125822418849045,5
5.272574029416631,-1.7136974363368052,5
4.6052596109019195,-1.4164070701468494,5
-1.4171365422896811,1.1249511345149146,2
2.7344023726216693,-0.6161735776884187,4
1.9678657574864382,-1.0985092201267814,4
5.28171656930723,-1.018374222158304,5
-7.306269823278579,0.5235730091016226,0
-2.196606256775306,-0.6616131490639756,3
6.617848346045598,1.943314082476701,6
5.4828949804953515,-2.5465775060049136,5
-1.4268129698020022,-0.7270514167681358,3
-2.9279935298535853,-0.7261753483773266,2
6.736383735414636,1.8309472014760844,6
10.762641379018751,2.0322552354005805,6
-7.379998481713644,1.993633512085444,0
1.517604700203445,-2.5752793657299544,4
-1.4393420743702958,0.24003246722258367,3
3.9696325125135283,-0.9385193125029726,5
-3.493409543631567,1.396125440022235,1
-5.1067776468941934,0.76842174283658,0
8.469287200977512,2.0621489942080617,6
5.128425679647343,-1.260476074839359,5
7.118468596301555,1.6916910335553745,6
4.348469390280216,-1.1754126451158768,5
11.218351508497543,2.094586995541348,6
-2.0584729098611585,-1.1091111196008672,2
-7.553735071162407,1.9166189298273708,0
-0.8569024941821937,-2.27238189867181,3
8.97486561527332,1.5198970792086097,6
-2.809271431935073,2.0290343797769856,1
5.290283308595888,-1.3245351032479011,5
0.9300620797154995,0.6971272532351003,4
1.6486506134276335,-1.032092711074757,4
1.1940051881158724,0.0885395067477911,4
8.623120938181229,1.6726682257146435,6
-0.7989140580238988,-1.7052158235688335,3
-5.011643581032004,2.4235332796895115,1
-1.8540958900094955,-1.595705269260615,2
-6.282929202434747,-1.9780036772919423,1
-0.11730083724115672,-0.6591542527585152,3
-1.5557197901170041,1.3613637171725694,3
5.326277502993369,1.6951037333632162,6
10.711586522663719,1.9574029522311864,6
-1.9924166617131107,-0.5657324168446719,2
7.213460254525009,2.1629966531579767,6
2.081489924808881,-2.1569288753589055,4
1.3518052577885296,-2.30437973979201,4
-4.108781763139234,-1.1207183860326755,1
-1.2004492352413865,-2.54998600722883,3
4.66848498796085,-1.4908475886210781,5
8.168573854552042,1.6623602230453194,6
-1.3716686027413252,-1.4073660672460975,3
-0.8299716913673405,-0.34590482997984096,3
-7.94202282676187,1.7413710219437475,1
5.0908412897381465,-1.492567708671327,5
4.230735194151956,-1.0378185812294596,5
1.5640456527564044,-1.3163704766528939,4
-0.5903003207492482,-1.028738727418121,3
-6.209627408507416,1.5831182613126977,0
-5.97672158551727,0.34528536753803074,1
4.330723700180214,-1.9437707297002664,5
4.959103090997978,-1.2725666417996244,5
-3.8281559240135423,-0.08917763229455597,1
-8.477485905738392,2.775840989455009,0
-1.1854515182092324,-0.3075227950820914,3
-0.042856189368132167,-1.783044149676108,3
-0.5299685865703164,0.5840609735067203,3
-8.996283279197408,3.1010774166592223,0
-7.634256352844969,1.5726752242598683,0
4.105890490556853,-1.0136197524665027,5
-3.0372678970505174,1.3657441003623256,1
-1.061560529944043,-1.8246636920395674,3
0.4442740311091993,-1.474726203102492,4
0.8153927001520032,1.317535190421157,4
-2.0324433210172783,0.9715499825806287,2
-1.993686445537462,0.24220284246115487,2
-4.788335786667185,0.7653275082645068,1
-8.691989732357808,0.3422108568608596,0
4.593869244969206,-1.1451899092257818,5
-7.838033123933682,0.37194590227427354,0
-1.6126692901660038,-1.419470588348797,2
-1.597819700026495,-0.8983351430240325,2
2.0988735837160095,-0.9496378216659711,4
-6.089820091730521,-0.133207559231952,1
-7.838607446837337,0.0517397315580068,0
-5.808759768157724,-0.9672805409924854,1
1.2519346087567806,-1.2216437605751689,4
-7.255502672972235,1.9268926671776825,0
1.1009786674142124,0.271913738540809,4
-5.509049272498558,-1.7418989792203043,1
-2.2179439134781576,-1.382668689094786,3
-1.1764311084740138,-1.602317329767431,3
5.722126757525287,1.4053416335827726,6
4.288525674139899,-1.5840727758500575,5
0.3035116723706614,-4.120820870279226,3
1.0068926899106292,-2.355667093253686,4
-4.121303404822043,1.7160261742822978,1
